gene_id	gene_name	Id1_AA	Id2_AA	Id3_control	Id4_control	baseMean_AA_vs_control	log2FoldChange_AA_vs_control	lfcSE_AA_vs_control	pvalue_AA_vs_control	padj_AA_vs_control
ENSG00000215012	RTL10	9.131356403064547	9.206676346419188	8.329514935276833	8.39457829381319	455.2666706447678	0.8661507606144091	0.1566688559269788	1.6734377141429972e-8	1.1667579618052564e-7
ENSG00000186654	PRR5	6.775507481081786	6.715918394648908	7.787434953500524	7.927425447919852	174.4069577051533	-1.326175299539923	0.24624771341839694	1.962570479474348e-8	1.3496032612275654e-7
ENSG00000279738	AL022311.1	7.5273322159096	7.551837524679746	6.400695049311879	6.371739372987453	139.50794858352393	1.434926517870885	0.27359861262172364	3.8002600954692884e-8	2.578014280980517e-7
ENSG00000225335	AC016027.1	4.998774460205581	4.994794196929056	6.343644615654403	6.357061938080651	62.617890445977	-2.1652384712990544	0.42525895236640293	4.509067639580684e-8	3.0180692734260047e-7
ENSG00000100029	PES1	10.162431103577472	10.077582962210977	9.33479065941178	9.58157272401282	912.0137990768823	0.6810845413127342	0.12859310949925637	7.718306545339528e-8	5.098144586526899e-7
ENSG00000241484	ARHGAP8	8.192173136899195	8.393871527528336	7.253879520434786	7.390218969665871	241.01942199885553	1.1024051764359895	0.21499219068083222	1.0866853184532588e-7	7.084623764461505e-7
ENSG00000100353	EIF3D	11.26909658668885	11.234677273435075	10.785842278746673	10.800525698069515	2108.2581852135963	0.4695543940853028	0.0894837808933822	1.2835976103502833e-7	8.261102569177465e-7
ENSG00000198355	PIM3	7.752893287780947	7.709317518127556	8.708836243171291	8.513022770817518	305.48213352091915	-0.9745283352517935	0.19059421683525768	1.374381216460152e-7	8.733409755227801e-7
ENSG00000128283	CDC42EP1	8.148854395591348	8.072894928689099	8.890798893820723	8.913894896328314	380.21806276062904	-0.8577135699871953	0.168041025105453	1.7053600657360537e-7	1.0701134412493738e-6
ENSG00000093072	ADA2	5.284047103447044	4.871407261477303	3.7350555551182096	3.4862358172762393	29.27044011821054	4.4376957995947865	0.9126029678969599	1.941614389003082e-7	1.2033215102216633e-6
ENSG00000100330	MTMR3	9.578976115114425	9.667465177616135	10.334094316989528	10.117749413580778	997.2006333529043	-0.6268715134463689	0.12363615969189419	2.7353360464779464e-7	1.674559384551133e-6
ENSG00000183172	SMDT1	7.3629457564651135	7.058513680968491	8.230976016815667	8.14755114821403	224.31531203510593	-1.1049576771164884	0.22470250699967434	3.17033982702209e-7	1.9174826423675773e-6
ENSG00000180957	PITPNB	10.357983508714714	10.300401953726528	9.70561907025436	9.83723816855765	1082.5430306526634	0.5753503737191075	0.11383693816018102	3.2232391980447507e-7	1.9262691397838867e-6
ENSG00000100422	CERK	8.277906178372406	8.652279879072799	9.336154156048446	9.208051519561849	490.81378260338977	-0.8458030926282138	0.17023411328689037	3.475865667393148e-7	2.05280537062513e-6
ENSG00000184949	FAM227A	7.11144312846468	7.009526709261124	5.870309149595497	5.936607303285204	101.27272863507163	1.545959230616412	0.32342271176812637	3.724571632190303e-7	2.174110417859921e-6
ENSG00000100129	EIF3L	10.83030989644277	10.789145681598571	10.144906247840485	10.403206330201074	1521.1329987627607	0.5424903954858854	0.11184625876937437	9.523671677195896e-7	5.495268025232574e-6
ENSG00000100078	PLA2G3	3.4676710096618093	3.486927659683931	4.702712850978818	4.672959908003032	22.65658627962938	-4.109470421769442	0.9324349031429771	1.5924675757289178e-6	9.084303670635417e-6
ENSG00000278948	AL031587.5	7.02276988589064	6.726867732650312	5.558537339114711	5.86897520616856	90.16867288855202	1.5860569643572926	0.3612070499012984	2.2620144498889097e-6	1.2758778133081267e-5
ENSG00000196419	XRCC6	12.114197410133157	12.049937737373748	11.577854583850979	11.767377329657316	3806.1252720090188	0.4130028428416902	0.08870975637372107	2.8531724003424053e-6	1.591436161079875e-5
ENSG00000178026	LRRC75B	3.4259839739603986	3.6004290220521478	4.9087469885894315	4.50033787308649	23.36074272533945	-3.8069891388450205	0.9070709487085753	3.0027294903088342e-6	1.6564507737747634e-5
ENSG00000100297	MCM5	9.813903226705094	9.832073031126612	9.058794476560116	9.349295625601485	751.2743684725687	0.6364105835015411	0.1387573933619763	3.125901850503397e-6	1.705655140165984e-5
ENSG00000138942	RNF185	8.209045942316163	8.226753662913303	8.888230707932486	8.919809859748307	390.462779266221	-0.7411475381261955	0.16472182762668072	4.068550222517054e-6	2.1961421631221085e-5
ENSG00000093010	COMT	8.019207119694626	7.995006402167496	8.62125362451564	8.84704150915852	344.5882590143995	-0.7962129969180994	0.18121784292625526	6.175563407983664e-6	3.298013649795531e-5
ENSG00000170638	TRABD	7.479099672913939	7.634694736987776	8.187325730529265	8.533757808720113	262.7895509012924	-0.9038993866469816	0.21467451984982328	1.2033566922255065e-5	6.358790099970571e-5
ENSG00000159873	CCDC117	8.831459066856683	8.714461080404702	8.021245012989077	8.168992800987665	357.74386124608753	0.7342686907915766	0.175701356310719	1.7876560267682952e-5	9.347951306642544e-5
ENSG00000100104	SRRD	8.402967135577503	8.293691897214945	7.523948539908182	7.674898784072859	262.4056290254159	0.8334918342392512	0.20117676995169537	1.8249700835599154e-5	9.444690535536882e-5
ENSG00000183765	CHEK2	8.243808352162059	8.286375502574758	7.3654290200070704	7.612556740100887	246.3803113151152	0.8629223443065643	0.20988284055939224	2.0067702367492373e-5	1.0279578151511398e-4
ENSG00000198089	SFI1	8.18579954986628	8.237470638670278	8.775701213046894	8.937304998695218	382.26002160871724	-0.6983999849803536	0.1698743148553036	2.472691160038312e-5	1.253829254888114e-4
ENSG00000184319	RPL23AP82	7.015442174082232	6.845538805887619	5.611796989018032	6.110790938827097	94.74716859629079	1.387506833014182	0.3575158954911359	2.544291018014119e-5	1.2772340910430878e-4
ENSG00000185608	MRPL40	7.391283650636872	7.481467550179118	6.6378295043419	6.477068656131304	136.64972501547265	1.0730292608680656	0.27377902781981106	3.302831734888528e-5	1.6416054761525157e-4
ENSG00000275004	ZNF280B	6.62454550270089	6.691153369370225	5.526753074725377	5.7784883212406	79.22743572968527	1.3971164780869638	0.3673775004377312	3.434881945013356e-5	1.6740880935890335e-4
ENSG00000100077	GRK3	7.80791365066396	7.7410650212470555	8.449498839975766	8.474514897303424	287.7954036863384	-0.7581794988942838	0.1886957787888981	3.402305694189727e-5	1.6740880935890335e-4
ENSG00000075218	GTSE1	8.28496608013342	8.395430083772665	7.502418803731452	7.729432683530696	262.68395503633127	0.800058513277353	0.20391878666668303	4.845591521499959e-5	2.3389297536470952e-4
ENSG00000100170	SLC5A1	7.967696972167356	7.87420372182988	8.920926563270434	8.385891919727245	329.14289267252434	-0.8170826566469716	0.21271016952021798	6.477818194634229e-5	3.0970140321013174e-4
ENSG00000100099	HPS4	9.163265202125539	9.113131029430146	8.502219122432907	8.651876467537363	474.38205414862296	0.5948520884804975	0.15434958869443485	8.392054820546537e-5	3.9743504904852465e-4
ENSG00000100228	RAB36	6.448001423244163	6.530425656124171	5.3280850253139205	5.672230091178143	71.12548739639689	1.4028023565254306	0.39429065031323846	8.777551044247388e-5	4.1180660039366254e-4
ENSG00000100410	PHF5A	8.268330961370387	8.261329348900862	7.480317533941598	7.661802936433204	250.9618103245681	0.770736032075663	0.2040260095673923	9.12377252473465e-5	4.2408646364970316e-4
ENSG00000185721	DRG1	9.238527232079834	9.102037195852672	8.535601272923474	8.690008081688998	485.84718217703386	0.591280608771405	0.15552911868202632	1.0416895589153492e-4	4.797506041977113e-4
ENSG00000100395	L3MBTL2	9.055662814178152	8.873516918928647	8.331145242669734	8.437094760970476	418.9724975250813	0.623731933243386	0.16548493499373945	1.1425156335241035e-4	5.214025891173635e-4
ENSG00000184117	NIPSNAP1	10.447173239448654	10.438095592757715	9.958970820030835	10.115836720785069	1223.0752881732983	0.4146333010834563	0.10994296697279746	1.3969109728701975e-4	6.317561336764317e-4
ENSG00000073169	SELENOO	6.981832935428099	6.770592125715475	7.505446734500809	7.813648099685581	163.21122730493454	-0.9237896513343037	0.2608920007391162	1.7991118581570835e-4	8.063876364239784e-4
ENSG00000100083	GGA1	8.797172180259276	8.939240051107745	9.319339309493998	9.424301236264238	566.6927810945525	-0.5303979635366097	0.14464738922616288	1.879633919437305e-4	8.350232102279001e-4
ENSG00000100105	PATZ1	8.188860371734519	8.245084974080678	7.5500412269857184	7.582925902853779	245.23648611726557	0.7278530626237877	0.20254467703182266	1.9806103084339088e-4	8.721634866963353e-4
ENSG00000070371	CLTCL1	6.994754534683592	7.089374983255222	6.2446929755820095	6.221526259573576	105.88770714346609	1.034574713640536	0.3054514341170699	2.718478311292296e-4	0.0011866748802336804
ENSG00000099991	CABIN1	10.60203013997105	10.611563173189802	10.162406543799012	10.309732149460858	1384.4074056969132	0.3784671429963639	0.10538201906401265	2.903527023892364e-4	0.001256526349994799
ENSG00000128159	TUBGCP6	8.502195955484082	8.542411562042373	8.985700418943765	9.088270341772695	447.9032346705864	-0.5498990803105224	0.15592609348371048	3.1355801471498506e-4	0.0013453514819395085
ENSG00000272977	AL008721.2	5.443297893344819	5.489317080967054	4.715476005349328	4.221362380729438	36.701694196605665	1.8261759792128365	0.6022407224615576	3.3210151234784043e-4	0.001412838637276406
ENSG00000054611	TBC1D22A	8.049944659597362	8.08725816845408	8.635149575079875	8.626237137618007	333.7926927045233	-0.6109235236031313	0.17524203476999523	3.402728035110082e-4	0.0014354365324582027
ENSG00000100220	RTCB	10.25694537061798	10.069077647486992	10.500896879142799	10.583537624501373	1321.353818995145	-0.3861954646765157	0.1109003738167677	4.319762147539746e-4	0.0018071004983874607
ENSG00000241973	PI4KA	10.139192624487642	10.25539495825134	10.545304357230004	10.558640084090909	1338.99220057278	-0.36357400290749237	0.1047160679099599	4.557957701156933e-4	0.0018754875130990005
ENSG00000133454	MYO18B	3.1251864477057185	3.138128096845131	3.828446282409491	3.909232927690313	13.431925482267113	-3.0801265856660605	1.095774550201631	4.5484341706112833e-4	0.0018754875130990005
ENSG00000100023	PPIL2	9.237841518213326	9.174743939723434	9.664897862328177	9.603005636574338	693.7227193354947	-0.44656497554282937	0.13017852146848993	4.968983641219194e-4	0.0020244979615369895
ENSG00000100294	MCAT	8.149017891097985	8.059840084412196	7.250516712221652	7.603551079237473	226.28861380408523	0.7460919032646095	0.2236065095210496	5.000751936864276e-4	0.0020244979615369895
ENSG00000185252	ZNF74	6.916353579274752	6.784831930584501	5.845344530840158	6.182013376926932	92.88004627099959	1.0811661268366903	0.33885488903045835	5.071534751281857e-4	0.0020367283561147937
ENSG00000100201	DDX17	12.977385665810868	13.008967413570149	12.781935989626765	12.727784626447884	7534.514807089145	0.2418631217424232	0.07080322091183852	6.202949821535826e-4	0.0024713339765166545
ENSG00000100364	KIAA0930	9.75879116672302	9.692855901237342	9.239480910221468	9.376064896834666	741.6105769970734	0.43435575226125595	0.12948846912729664	6.711741423120571e-4	0.0026529875546508082
ENSG00000100285	NEFH	2.2873874752770917	2.291502765896752	2.8143203626077904	2.7326495912669335	6.654603039109082	-5.2359684592274025	2.8102819031359507	6.806136613033983e-4	0.002669281702924265
ENSG00000183597	TANGO2	7.750291296980741	7.755942156961817	8.38083396704509	8.272540294120489	269.9175141563432	-0.6342717141909924	0.1938715470824961	7.183093295285963e-4	0.002795281266847716
ENSG00000100197	CYP2D6	2.246902737792291	2.2508380903342244	2.7411986104102883	2.6891585889683656	6.390710480196464	-5.118943557342632	2.8281811123118445	8.360036838847613e-4	0.0032282603793088475
ENSG00000128335	APOL2	7.210559058704237	7.054471480999827	7.800322306700332	7.762280041545412	181.96139472617227	-0.744219252875569	0.23379860133861294	8.432228716556704e-4	0.0032312815387110423
ENSG00000184381	PLA2G6	6.2421357096591095	6.475583257249849	7.290654569854841	6.945714219040557	113.68373660613747	-0.9489439111867136	0.31007386902874745	9.297993218840478e-4	0.0035360549968620606
ENSG00000186716	BCR	10.326854795367153	10.247108424520313	9.920771435044792	9.959969611842814	1116.9219029814424	0.358271172686208	0.10982067282950488	9.875099243781128e-4	0.0037272930980286664
ENSG00000177663	IL17RA	7.699094931956503	7.713594189877019	8.276552153040258	8.256793571430572	259.72729524867594	-0.6208198702167812	0.19554940834449897	0.0010224343852644746	0.0038019411955760463
ENSG00000280623	PCAT14	3.4155380705011744	3.806523311726773	2.893741521514372	2.833882092147458	11.747867623373732	4.488350782912304	1.5684369707841481	0.00102030225536657	0.0038019411955760463
ENSG00000286592	LINC02885	2.1945441900204123	2.1982893638179615	2.743891519635299	2.5428841603455137	6.178468794438591	-4.99242305325169	2.8613815268778624	0.001054492090527756	0.003892316392977453
ENSG00000100372	SLC25A17	8.247099604397295	8.147398939569731	7.493582766662343	7.71974017996032	246.03303080118764	0.6518825822500336	0.20766073830516138	0.0011265432215721179	0.004127917498023381
ENSG00000133422	MORC2	8.69293352347986	8.601871950230034	8.048632837515171	8.208441683257607	341.8813891728678	0.5597456163672945	0.17733051827915672	0.0011870086719710127	0.004317959082097453
ENSG00000131100	ATP6V1E1	9.724165616215114	9.637126097480367	10.078728195181647	10.007490025334985	938.9741537765583	-0.37470748537404214	0.11733675652693612	0.0012354166983535074	0.004461720737938567
ENSG00000100216	TOMM22	10.006884003253546	9.935080375338648	9.427704698030352	9.702228893704975	883.389325276083	0.41255775617183	0.1310274046354975	0.001399889601111603	0.005019604141128748
ENSG00000100425	BRD1	8.478582180637163	8.54991225429786	8.992752510006879	8.948952784288107	434.7468578384792	-0.4864825515969955	0.1566634961904452	0.001496403081815007	0.005327619482773997
ENSG00000182858	ALG12	7.58043360985478	7.645382261902648	8.135250590890651	8.189308862780658	242.42655149896652	-0.6121585717861169	0.20228318955418276	0.0017009873648293785	0.006013349698199634
ENSG00000100418	DESI1	9.388680303620141	9.343453518077634	8.950838461525878	8.976378040426136	580.3503281889442	0.4239035915675042	0.13863025947806257	0.0018907180801526781	0.006637345987668842
ENSG00000280384	FP325332.1	4.845404695526989	4.94680849135067	5.811344611078904	5.515549048128809	42.67355900493234	-1.2893801876279996	0.4980817392609337	0.0022987225149728443	0.00801360210080811
